"","region.type","region","year","week","time","unweighted_ili","ili_count","patient_count","provider_count","weighted_ili","time_index","season","season_week"
"40","States","Rhode Island",2010,40,2010-10-02 20:00:00,0.235036,15,6382,21,NA,14884,"2010/2011",10
"41","States","South Carolina",2010,40,2010-10-02 20:00:00,0.446127,33,7397,25,NA,14884,"2010/2011",10
"42","States","South Dakota",2010,40,2010-10-02 20:00:00,1.10275,63,5713,18,NA,14884,"2010/2011",10
"43","States","Tennessee",2010,40,2010-10-02 20:00:00,0.274655,32,11651,52,NA,14884,"2010/2011",10
"44","States","Texas",2010,40,2010-10-02 20:00:00,2.06514,1050,50844,98,NA,14884,"2010/2011",10
"45","States","Utah",2010,40,2010-10-02 20:00:00,0.747696,43,5751,13,NA,14884,"2010/2011",10
"46","States","Vermont",2010,40,2010-10-02 20:00:00,1.47641,41,2777,10,NA,14884,"2010/2011",10
"47","States","Virginia",2010,40,2010-10-02 20:00:00,1.14343,660,57721,81,NA,14884,"2010/2011",10
"48","States","Washington",2010,40,2010-10-02 20:00:00,0.510041,16,3137,17,NA,14884,"2010/2011",10
"49","States","West Virginia",2010,40,2010-10-02 20:00:00,1.59741,143,8952,34,NA,14884,"2010/2011",10
"50","States","Wisconsin",2010,40,2010-10-02 20:00:00,0.465022,23,4946,44,NA,14884,"2010/2011",10
"51","States","Wyoming",2010,40,2010-10-02 20:00:00,0.632911,32,5056,28,NA,14884,"2010/2011",10
"52","States","Alabama",2010,41,2010-10-09 20:00:00,2.05999,239,11602,31,NA,14891,"2010/2011",11
"53","States","Alaska",2010,41,2010-10-09 20:00:00,1.12827,19,1684,7,NA,14891,"2010/2011",11
"54","States","Arizona",2010,41,2010-10-09 20:00:00,0.749939,183,24402,49,NA,14891,"2010/2011",11
"55","States","Arkansas",2010,41,2010-10-09 20:00:00,0.674157,18,2670,14,NA,14891,"2010/2011",11
"56","States","California",2010,41,2010-10-09 20:00:00,2.15266,742,34469,122,NA,14891,"2010/2011",11
"57","States","Colorado",2010,41,2010-10-09 20:00:00,0.628621,115,18294,12,NA,14891,"2010/2011",11
"58","States","Connecticut",2010,41,2010-10-09 20:00:00,0.238095,9,3780,15,NA,14891,"2010/2011",11
"59","States","Delaware",2010,41,2010-10-09 20:00:00,0.36855,15,4070,13,NA,14891,"2010/2011",11
"60","States","District of Columbia",2010,41,2010-10-09 20:00:00,2.89079,81,2802,4,NA,14891,"2010/2011",11
"61","States","Florida",2010,41,2010-10-09 20:00:00,NA,NA,NA,NA,NA,14891,"2010/2011",11
"62","States","Georgia",2010,41,2010-10-09 20:00:00,1.71307,702,40979,63,NA,14891,"2010/2011",11
"63","States","Hawaii",2010,41,2010-10-09 20:00:00,1.75246,32,1826,19,NA,14891,"2010/2011",11
"64","States","Idaho",2010,41,2010-10-09 20:00:00,1.45798,68,4664,12,NA,14891,"2010/2011",11
"65","States","Illinois",2010,41,2010-10-09 20:00:00,1.45089,600,41354,76,NA,14891,"2010/2011",11
"66","States","Indiana",2010,41,2010-10-09 20:00:00,0.653137,84,12861,45,NA,14891,"2010/2011",11
"67","States","Iowa",2010,41,2010-10-09 20:00:00,0.860956,20,2323,7,NA,14891,"2010/2011",11
"68","States","Kansas",2010,41,2010-10-09 20:00:00,0.57749,49,8485,40,NA,14891,"2010/2011",11
"69","States","Kentucky",2010,41,2010-10-09 20:00:00,0.223975,23,10269,14,NA,14891,"2010/2011",11
"70","States","Louisiana",2010,41,2010-10-09 20:00:00,NA,NA,NA,NA,NA,14891,"2010/2011",11
"71","States","Maine",2010,41,2010-10-09 20:00:00,0.434855,26,5979,29,NA,14891,"2010/2011",11
"72","States","Maryland",2010,41,2010-10-09 20:00:00,2.09879,99,4717,17,NA,14891,"2010/2011",11
"73","States","Massachusetts",2010,41,2010-10-09 20:00:00,0.887866,216,24328,54,NA,14891,"2010/2011",11
"74","States","Michigan",2010,41,2010-10-09 20:00:00,0.585011,95,16239,53,NA,14891,"2010/2011",11
"75","States","Minnesota",2010,41,2010-10-09 20:00:00,0.541293,35,6466,18,NA,14891,"2010/2011",11
"76","States","Mississippi",2010,41,2010-10-09 20:00:00,2.97075,523,17605,45,NA,14891,"2010/2011",11
"77","States","Missouri",2010,41,2010-10-09 20:00:00,0.930521,90,9672,32,NA,14891,"2010/2011",11
"78","States","Montana",2010,41,2010-10-09 20:00:00,0.180963,5,2763,7,NA,14891,"2010/2011",11
"79","States","Nebraska",2010,41,2010-10-09 20:00:00,2.73532,68,2486,12,NA,14891,"2010/2011",11
"80","States","Nevada",2010,41,2010-10-09 20:00:00,1.63633,187,11428,33,NA,14891,"2010/2011",11
"81","States","New Hampshire",2010,41,2010-10-09 20:00:00,0.0924642,4,4326,22,NA,14891,"2010/2011",11
"82","States","New Jersey",2010,41,2010-10-09 20:00:00,2.47836,189,7626,24,NA,14891,"2010/2011",11
"83","States","New Mexico",2010,41,2010-10-09 20:00:00,1.9635,142,7232,22,NA,14891,"2010/2011",11
"84","States","New York",2010,41,2010-10-09 20:00:00,0.369729,47,12712,89,NA,14891,"2010/2011",11
"85","States","North Carolina",2010,41,2010-10-09 20:00:00,0.53653,141,26280,77,NA,14891,"2010/2011",11
"86","States","North Dakota",2010,41,2010-10-09 20:00:00,0.721961,43,5956,19,NA,14891,"2010/2011",11
"87","States","Ohio",2010,41,2010-10-09 20:00:00,0.361628,55,15209,44,NA,14891,"2010/2011",11
"88","States","Oklahoma",2010,41,2010-10-09 20:00:00,0.958678,29,3025,17,NA,14891,"2010/2011",11
"89","States","Oregon",2010,41,2010-10-09 20:00:00,0.624076,38,6089,19,NA,14891,"2010/2011",11
"90","States","Pennsylvania",2010,41,2010-10-09 20:00:00,0.910726,157,17239,64,NA,14891,"2010/2011",11
"91","States","Rhode Island",2010,41,2010-10-09 20:00:00,0.201545,12,5954,21,NA,14891,"2010/2011",11
"92","States","South Carolina",2010,41,2010-10-09 20:00:00,0.765523,54,7054,25,NA,14891,"2010/2011",11
"93","States","South Dakota",2010,41,2010-10-09 20:00:00,0.793794,44,5543,18,NA,14891,"2010/2011",11
"94","States","Tennessee",2010,41,2010-10-09 20:00:00,0.499492,59,11812,50,NA,14891,"2010/2011",11
"95","States","Texas",2010,41,2010-10-09 20:00:00,2.09394,1061,50670,97,NA,14891,"2010/2011",11
"96","States","Utah",2010,41,2010-10-09 20:00:00,0.410939,29,7057,19,NA,14891,"2010/2011",11
"97","States","Vermont",2010,41,2010-10-09 20:00:00,1.35777,40,2946,10,NA,14891,"2010/2011",11
"98","States","Virginia",2010,41,2010-10-09 20:00:00,1.23653,754,60977,83,NA,14891,"2010/2011",11
"99","States","Washington",2010,41,2010-10-09 20:00:00,1.04007,34,3269,16,NA,14891,"2010/2011",11
"100","States","West Virginia",2010,41,2010-10-09 20:00:00,1.58968,170,10694,34,NA,14891,"2010/2011",11
"101","States","Wisconsin",2010,41,2010-10-09 20:00:00,0.581832,31,5328,48,NA,14891,"2010/2011",11
"102","States","Wyoming",2010,41,2010-10-09 20:00:00,0.440621,21,4766,27,NA,14891,"2010/2011",11
"103","States","Alabama",2010,42,2010-10-16 20:00:00,1.94224,232,11945,33,NA,14898,"2010/2011",12
"104","States","Alaska",2010,42,2010-10-16 20:00:00,0.586042,11,1877,7,NA,14898,"2010/2011",12
"105","States","Arizona",2010,42,2010-10-16 20:00:00,0.953365,240,25174,52,NA,14898,"2010/2011",12
"106","States","Arkansas",2010,42,2010-10-16 20:00:00,0.514217,17,3306,16,NA,14898,"2010/2011",12
"107","States","California",2010,42,2010-10-16 20:00:00,2.24173,766,34170,126,NA,14898,"2010/2011",12
"108","States","Colorado",2010,42,2010-10-16 20:00:00,0.80402,152,18905,12,NA,14898,"2010/2011",12
"109","States","Connecticut",2010,42,2010-10-16 20:00:00,0.374158,15,4009,16,NA,14898,"2010/2011",12
"110","States","Delaware",2010,42,2010-10-16 20:00:00,0.337025,14,4154,14,NA,14898,"2010/2011",12
"111","States","District of Columbia",2010,42,2010-10-16 20:00:00,2.41042,74,3070,4,NA,14898,"2010/2011",12
"112","States","Florida",2010,42,2010-10-16 20:00:00,NA,NA,NA,NA,NA,14898,"2010/2011",12
"113","States","Georgia",2010,42,2010-10-16 20:00:00,2.01249,793,39404,62,NA,14898,"2010/2011",12
"114","States","Hawaii",2010,42,2010-10-16 20:00:00,0.755124,14,1854,19,NA,14898,"2010/2011",12
"115","States","Idaho",2010,42,2010-10-16 20:00:00,1.40814,64,4545,11,NA,14898,"2010/2011",12
"116","States","Illinois",2010,42,2010-10-16 20:00:00,1.56607,644,41122,76,NA,14898,"2010/2011",12
"117","States","Indiana",2010,42,2010-10-16 20:00:00,0.584346,76,13006,45,NA,14898,"2010/2011",12
"118","States","Iowa",2010,42,2010-10-16 20:00:00,0.407,10,2457,8,NA,14898,"2010/2011",12
"119","States","Kansas",2010,42,2010-10-16 20:00:00,0.47975,43,8963,41,NA,14898,"2010/2011",12
"120","States","Kentucky",2010,42,2010-10-16 20:00:00,0.156152,25,16010,14,NA,14898,"2010/2011",12
"121","States","Louisiana",2010,42,2010-10-16 20:00:00,NA,NA,NA,NA,NA,14898,"2010/2011",12
"122","States","Maine",2010,42,2010-10-16 20:00:00,0.421743,27,6402,30,NA,14898,"2010/2011",12
"123","States","Maryland",2010,42,2010-10-16 20:00:00,1.45439,173,11895,20,NA,14898,"2010/2011",12
"124","States","Massachusetts",2010,42,2010-10-16 20:00:00,0.744806,209,28061,53,NA,14898,"2010/2011",12
"125","States","Michigan",2010,42,2010-10-16 20:00:00,0.524238,81,15451,50,NA,14898,"2010/2011",12
"126","States","Minnesota",2010,42,2010-10-16 20:00:00,0.521162,33,6332,17,NA,14898,"2010/2011",12
"127","States","Mississippi",2010,42,2010-10-16 20:00:00,2.98141,534,17911,45,NA,14898,"2010/2011",12
"128","States","Missouri",2010,42,2010-10-16 20:00:00,0.98989,94,9496,32,NA,14898,"2010/2011",12
"129","States","Montana",2010,42,2010-10-16 20:00:00,0.185874,5,2690,7,NA,14898,"2010/2011",12
"130","States","Nebraska",2010,42,2010-10-16 20:00:00,3.31103,94,2839,14,NA,14898,"2010/2011",12
"131","States","Nevada",2010,42,2010-10-16 20:00:00,1.5086,171,11335,34,NA,14898,"2010/2011",12
"132","States","New Hampshire",2010,42,2010-10-16 20:00:00,0.29361,17,5790,29,NA,14898,"2010/2011",12
"133","States","New Jersey",2010,42,2010-10-16 20:00:00,2.24812,191,8496,25,NA,14898,"2010/2011",12
"134","States","New Mexico",2010,42,2010-10-16 20:00:00,1.67486,126,7523,21,NA,14898,"2010/2011",12
"135","States","New York",2010,42,2010-10-16 20:00:00,0.362121,53,14636,95,NA,14898,"2010/2011",12
"136","States","North Carolina",2010,42,2010-10-16 20:00:00,0.457107,116,25377,71,NA,14898,"2010/2011",12
"137","States","North Dakota",2010,42,2010-10-16 20:00:00,0.567477,32,5639,20,NA,14898,"2010/2011",12
"138","States","Ohio",2010,42,2010-10-16 20:00:00,0.52356,84,16044,47,NA,14898,"2010/2011",12
"139","States","Oklahoma",2010,42,2010-10-16 20:00:00,2.07039,70,3381,18,NA,14898,"2010/2011",12
"140","States","Oregon",2010,42,2010-10-16 20:00:00,0.484848,36,7425,19,NA,14898,"2010/2011",12
"141","States","Pennsylvania",2010,42,2010-10-16 20:00:00,0.881081,161,18273,64,NA,14898,"2010/2011",12
"142","States","Rhode Island",2010,42,2010-10-16 20:00:00,0.362845,25,6890,21,NA,14898,"2010/2011",12
"143","States","South Carolina",2010,42,2010-10-16 20:00:00,0.38943,28,7190,22,NA,14898,"2010/2011",12
"144","States","South Dakota",2010,42,2010-10-16 20:00:00,0.791023,43,5436,18,NA,14898,"2010/2011",12
"145","States","Tennessee",2010,42,2010-10-16 20:00:00,0.49955,61,12211,50,NA,14898,"2010/2011",12
"146","States","Texas",2010,42,2010-10-16 20:00:00,2.10072,1090,51887,98,NA,14898,"2010/2011",12
"147","States","Utah",2010,42,2010-10-16 20:00:00,0.440583,36,8171,20,NA,14898,"2010/2011",12
"148","States","Vermont",2010,42,2010-10-16 20:00:00,1.48221,45,3036,11,NA,14898,"2010/2011",12
"149","States","Virginia",2010,42,2010-10-16 20:00:00,1.22545,758,61855,84,NA,14898,"2010/2011",12
"150","States","Washington",2010,42,2010-10-16 20:00:00,0.904393,28,3096,15,NA,14898,"2010/2011",12
"151","States","West Virginia",2010,42,2010-10-16 20:00:00,1.52672,134,8777,33,NA,14898,"2010/2011",12
"152","States","Wisconsin",2010,42,2010-10-16 20:00:00,1.18822,69,5807,43,NA,14898,"2010/2011",12
"153","States","Wyoming",2010,42,2010-10-16 20:00:00,0.441798,23,5206,28,NA,14898,"2010/2011",12
"154","States","Alabama",2010,43,2010-10-23 20:00:00,2.2765,274,12036,36,NA,14905,"2010/2011",13
"155","States","Alaska",2010,43,2010-10-23 20:00:00,0.967742,18,1860,8,NA,14905,"2010/2011",13
"156","States","Arizona",2010,43,2010-10-23 20:00:00,0.888804,233,26215,52,NA,14905,"2010/2011",13
"157","States","Arkansas",2010,43,2010-10-23 20:00:00,0.41365,12,2901,14,NA,14905,"2010/2011",13
"158","States","California",2010,43,2010-10-23 20:00:00,1.91748,666,34733,130,NA,14905,"2010/2011",13
"159","States","Colorado",2010,43,2010-10-23 20:00:00,0.909658,175,19238,11,NA,14905,"2010/2011",13
"160","States","Connecticut",2010,43,2010-10-23 20:00:00,0.333542,16,4797,22,NA,14905,"2010/2011",13
"161","States","Delaware",2010,43,2010-10-23 20:00:00,0.460494,19,4126,14,NA,14905,"2010/2011",13
"162","States","District of Columbia",2010,43,2010-10-23 20:00:00,3.11632,101,3241,4,NA,14905,"2010/2011",13
"163","States","Florida",2010,43,2010-10-23 20:00:00,NA,NA,NA,NA,NA,14905,"2010/2011",13
"164","States","Georgia",2010,43,2010-10-23 20:00:00,2.38747,881,36901,60,NA,14905,"2010/2011",13
"165","States","Hawaii",2010,43,2010-10-23 20:00:00,1.57434,27,1715,18,NA,14905,"2010/2011",13
"166","States","Idaho",2010,43,2010-10-23 20:00:00,1.28007,58,4531,12,NA,14905,"2010/2011",13
"167","States","Illinois",2010,43,2010-10-23 20:00:00,1.45762,623,42741,79,NA,14905,"2010/2011",13
"168","States","Indiana",2010,43,2010-10-23 20:00:00,0.581084,76,13079,45,NA,14905,"2010/2011",13
"169","States","Iowa",2010,43,2010-10-23 20:00:00,0.183225,9,4912,10,NA,14905,"2010/2011",13
"170","States","Kansas",2010,43,2010-10-23 20:00:00,0.538071,53,9850,43,NA,14905,"2010/2011",13
"171","States","Kentucky",2010,43,2010-10-23 20:00:00,0.150108,27,17987,15,NA,14905,"2010/2011",13
"172","States","Louisiana",2010,43,2010-10-23 20:00:00,NA,NA,NA,NA,NA,14905,"2010/2011",13
"173","States","Maine",2010,43,2010-10-23 20:00:00,0.338409,22,6501,30,NA,14905,"2010/2011",13
"174","States","Maryland",2010,43,2010-10-23 20:00:00,1.26769,146,11517,20,NA,14905,"2010/2011",13
"175","States","Massachusetts",2010,43,2010-10-23 20:00:00,0.783721,228,29092,52,NA,14905,"2010/2011",13
"176","States","Michigan",2010,43,2010-10-23 20:00:00,0.921435,152,16496,51,NA,14905,"2010/2011",13
"177","States","Minnesota",2010,43,2010-10-23 20:00:00,0.637716,42,6586,18,NA,14905,"2010/2011",13
"178","States","Mississippi",2010,43,2010-10-23 20:00:00,3.14804,538,17090,47,NA,14905,"2010/2011",13
"179","States","Missouri",2010,43,2010-10-23 20:00:00,0.959713,91,9482,31,NA,14905,"2010/2011",13
"180","States","Montana",2010,43,2010-10-23 20:00:00,0.0363901,1,2748,7,NA,14905,"2010/2011",13
"181","States","Nebraska",2010,43,2010-10-23 20:00:00,2.05761,60,2916,14,NA,14905,"2010/2011",13
"182","States","Nevada",2010,43,2010-10-23 20:00:00,2.14451,241,11238,34,NA,14905,"2010/2011",13
"183","States","New Hampshire",2010,43,2010-10-23 20:00:00,0.178795,10,5593,29,NA,14905,"2010/2011",13
"184","States","New Jersey",2010,43,2010-10-23 20:00:00,2.79286,216,7734,23,NA,14905,"2010/2011",13
"185","States","New Mexico",2010,43,2010-10-23 20:00:00,2.35498,190,8068,24,NA,14905,"2010/2011",13
"186","States","New York",2010,43,2010-10-23 20:00:00,0.358981,53,14764,98,NA,14905,"2010/2011",13
"187","States","North Carolina",2010,43,2010-10-23 20:00:00,0.511163,136,26606,74,NA,14905,"2010/2011",13
"188","States","North Dakota",2010,43,2010-10-23 20:00:00,0.339239,18,5306,20,NA,14905,"2010/2011",13
"189","States","Ohio",2010,43,2010-10-23 20:00:00,0.329518,57,17298,49,NA,14905,"2010/2011",13
"190","States","Oklahoma",2010,43,2010-10-23 20:00:00,1.67073,48,2873,18,NA,14905,"2010/2011",13
"191","States","Oregon",2010,43,2010-10-23 20:00:00,0.751771,52,6917,22,NA,14905,"2010/2011",13
"192","States","Pennsylvania",2010,43,2010-10-23 20:00:00,0.72118,133,18442,65,NA,14905,"2010/2011",13
"193","States","Rhode Island",2010,43,2010-10-23 20:00:00,0.322675,22,6818,21,NA,14905,"2010/2011",13
"194","States","South Carolina",2010,43,2010-10-23 20:00:00,0.418354,31,7410,22,NA,14905,"2010/2011",13
"195","States","South Dakota",2010,43,2010-10-23 20:00:00,0.801311,44,5491,19,NA,14905,"2010/2011",13
"196","States","Tennessee",2010,43,2010-10-23 20:00:00,0.401638,51,12698,52,NA,14905,"2010/2011",13
"197","States","Texas",2010,43,2010-10-23 20:00:00,2.20655,1117,50622,96,NA,14905,"2010/2011",13
"198","States","Utah",2010,43,2010-10-23 20:00:00,0.755957,46,6085,15,NA,14905,"2010/2011",13
"199","States","Vermont",2010,43,2010-10-23 20:00:00,1.44393,47,3255,11,NA,14905,"2010/2011",13
"200","States","Virginia",2010,43,2010-10-23 20:00:00,1.26902,763,60125,83,NA,14905,"2010/2011",13
"201","States","Washington",2010,43,2010-10-23 20:00:00,0.95511,30,3141,15,NA,14905,"2010/2011",13
"202","States","West Virginia",2010,43,2010-10-23 20:00:00,1.81171,173,9549,32,NA,14905,"2010/2011",13
"203","States","Wisconsin",2010,43,2010-10-23 20:00:00,1.01049,53,5245,46,NA,14905,"2010/2011",13
"204","States","Wyoming",2010,43,2010-10-23 20:00:00,0.490305,22,4487,27,NA,14905,"2010/2011",13
"205","States","Alabama",2010,44,2010-10-30 20:00:00,2.83371,342,12069,35,NA,14912,"2010/2011",14
"206","States","Alaska",2010,44,2010-10-30 20:00:00,0.683851,13,1901,8,NA,14912,"2010/2011",14
"207","States","Arizona",2010,44,2010-10-30 20:00:00,1.18573,312,26313,55,NA,14912,"2010/2011",14
"208","States","Arkansas",2010,44,2010-10-30 20:00:00,1.09028,57,5228,19,NA,14912,"2010/2011",14
"209","States","California",2010,44,2010-10-30 20:00:00,2.52326,887,35153,131,NA,14912,"2010/2011",14
"210","States","Colorado",2010,44,2010-10-30 20:00:00,0.971705,193,19862,12,NA,14912,"2010/2011",14
"211","States","Connecticut",2010,44,2010-10-30 20:00:00,0.396743,19,4789,20,NA,14912,"2010/2011",14
"212","States","Delaware",2010,44,2010-10-30 20:00:00,0.222332,9,4048,14,NA,14912,"2010/2011",14
"213","States","District of Columbia",2010,44,2010-10-30 20:00:00,2.99118,95,3176,4,NA,14912,"2010/2011",14
"214","States","Florida",2010,44,2010-10-30 20:00:00,NA,NA,NA,NA,NA,14912,"2010/2011",14
"215","States","Georgia",2010,44,2010-10-30 20:00:00,2.65614,1033,38891,62,NA,14912,"2010/2011",14
"216","States","Hawaii",2010,44,2010-10-30 20:00:00,1.77398,27,1522,18,NA,14912,"2010/2011",14
"217","States","Idaho",2010,44,2010-10-30 20:00:00,1.82724,88,4816,13,NA,14912,"2010/2011",14
"218","States","Illinois",2010,44,2010-10-30 20:00:00,1.4893,625,41966,79,NA,14912,"2010/2011",14
"219","States","Indiana",2010,44,2010-10-30 20:00:00,0.842254,107,12704,42,NA,14912,"2010/2011",14
"220","States","Iowa",2010,44,2010-10-30 20:00:00,0.35878,18,5017,10,NA,14912,"2010/2011",14
"221","States","Kansas",2010,44,2010-10-30 20:00:00,0.481289,49,10181,43,NA,14912,"2010/2011",14
"222","States","Kentucky",2010,44,2010-10-30 20:00:00,0.289678,38,13118,15,NA,14912,"2010/2011",14
"223","States","Louisiana",2010,44,2010-10-30 20:00:00,NA,NA,NA,NA,NA,14912,"2010/2011",14
"224","States","Maine",2010,44,2010-10-30 20:00:00,0.176471,9,5100,29,NA,14912,"2010/2011",14
"225","States","Maryland",2010,44,2010-10-30 20:00:00,1.45386,147,10111,20,NA,14912,"2010/2011",14
"226","States","Massachusetts",2010,44,2010-10-30 20:00:00,0.812421,225,27695,53,NA,14912,"2010/2011",14
"227","States","Michigan",2010,44,2010-10-30 20:00:00,0.863417,138,15983,51,NA,14912,"2010/2011",14
"228","States","Minnesota",2010,44,2010-10-30 20:00:00,0.805802,50,6205,18,NA,14912,"2010/2011",14
"229","States","Mississippi",2010,44,2010-10-30 20:00:00,3.3557,550,16390,45,NA,14912,"2010/2011",14
"230","States","Missouri",2010,44,2010-10-30 20:00:00,1.16768,100,8564,31,NA,14912,"2010/2011",14
"231","States","Montana",2010,44,2010-10-30 20:00:00,0.0405186,1,2468,7,NA,14912,"2010/2011",14
"232","States","Nebraska",2010,44,2010-10-30 20:00:00,0.376712,11,2920,14,NA,14912,"2010/2011",14
"233","States","Nevada",2010,44,2010-10-30 20:00:00,1.76761,204,11541,35,NA,14912,"2010/2011",14
"234","States","New Hampshire",2010,44,2010-10-30 20:00:00,0.294372,17,5775,30,NA,14912,"2010/2011",14
"235","States","New Jersey",2010,44,2010-10-30 20:00:00,1.82877,113,6179,25,NA,14912,"2010/2011",14
"236","States","New Mexico",2010,44,2010-10-30 20:00:00,2.37983,151,6345,20,NA,14912,"2010/2011",14
"237","States","New York",2010,44,2010-10-30 20:00:00,0.527357,80,15170,104,NA,14912,"2010/2011",14
"238","States","North Carolina",2010,44,2010-10-30 20:00:00,0.649925,169,26003,70,NA,14912,"2010/2011",14
"239","States","North Dakota",2010,44,2010-10-30 20:00:00,0.713749,38,5324,19,NA,14912,"2010/2011",14
"240","States","Ohio",2010,44,2010-10-30 20:00:00,0.831798,149,17913,48,NA,14912,"2010/2011",14
"241","States","Oklahoma",2010,44,2010-10-30 20:00:00,1.62845,49,3009,15,NA,14912,"2010/2011",14
"242","States","Oregon",2010,44,2010-10-30 20:00:00,0.764895,57,7452,22,NA,14912,"2010/2011",14
"243","States","Pennsylvania",2010,44,2010-10-30 20:00:00,0.991455,181,18256,66,NA,14912,"2010/2011",14
"244","States","Rhode Island",2010,44,2010-10-30 20:00:00,0.530256,34,6412,21,NA,14912,"2010/2011",14
"245","States","South Carolina",2010,44,2010-10-30 20:00:00,0.44531,32,7186,22,NA,14912,"2010/2011",14
"246","States","South Dakota",2010,44,2010-10-30 20:00:00,0.779833,43,5514,19,NA,14912,"2010/2011",14
"247","States","Tennessee",2010,44,2010-10-30 20:00:00,0.528096,64,12119,51,NA,14912,"2010/2011",14
"248","States","Texas",2010,44,2010-10-30 20:00:00,2.36381,1218,51527,99,NA,14912,"2010/2011",14
"249","States","Utah",2010,44,2010-10-30 20:00:00,0.651859,54,8284,23,NA,14912,"2010/2011",14
"250","States","Vermont",2010,44,2010-10-30 20:00:00,1.25276,34,2714,10,NA,14912,"2010/2011",14
